ID,date,primary_type,arrest,domestic,district,x,y
24810,2017-11-04 03:00:00,CRIMINAL DAMAGE,false,false,022,65.6574745314107,95.3243177344089
24811,2017-11-04 03:00:00,BATTERY,false,true,003,65.7313056489321,95.2574021239774
24812,2017-11-04 03:00:00,ROBBERY,false,false,010,65.6139601420714,95.1595564703656
24813,2017-11-04 03:00:00,BATTERY,false,false,008,65.6425776467864,95.2292933707368
24814,2017-11-04 03:00:00,THEFT,false,false,009,65.6515756080321,95.2267205020202
24815,2017-11-04 03:00:00,CRIMINAL DAMAGE,false,false,003,65.7120854249295,95.2394473030292
24816,2017-11-04 03:00:00,THEFT,false,false,018,65.6888231116818,95.1343084943018
24817,2017-11-04 03:08:00,CRIMINAL DAMAGE,false,false,020,65.6674016866121,95.0463847781441
24818,2017-11-04 03:08:00,ROBBERY,false,false,017,65.6134977648268,95.0699760539311
24819,2017-11-04 03:10:00,ROBBERY,false,false,018,65.6850654619035,95.1291049944
