ID,date,primary_type,arrest,domestic,district,x,y
50170,2017-12-10 12:30:00,THEFT,true,false,005,65.7090466459068,95.3217827780543
50171,2017-12-10 12:30:00,CRIMINAL DAMAGE,false,true,010,65.6306796229626,95.1601954864342
50172,2017-12-10 12:30:00,BATTERY,false,false,006,65.6879596713261,95.2694265810163
50173,2017-12-10 12:35:00,DECEPTIVE PRACTICE,false,false,001,65.6893532087485,95.1470102338122
50174,2017-12-10 12:35:00,BATTERY,false,false,018,65.6913403276821,95.131212335758
50175,2017-12-10 12:39:00,BATTERY,false,true,001,65.6821808809253,95.1408072892708
50176,2017-12-10 12:42:00,PUBLIC PEACE VIOLATION,true,false,009,65.6842663984367,95.1931851315937
50177,2017-12-10 12:45:00,BATTERY,false,false,011,65.6057935898924,95.1344978243622
50178,2017-12-10 12:50:00,OTHER OFFENSE,true,false,014,65.640695418164,95.1059479772391
50179,2017-12-10 12:50:00,DECEPTIVE PRACTICE,false,false,019,65.6573666458996,95.0909927471812
