ID,date,primary_type,arrest,domestic,district,x,y
62350,2017-12-29 08:43:00,THEFT,true,false,018,65.685400895148,95.1260926757476
62351,2017-12-29 08:48:00,THEFT,false,false,020,65.6434387326532,95.0613214359981
62352,2017-12-29 08:48:00,THEFT,true,false,003,65.6932430412824,95.2406454845044
62353,2017-12-29 09:00:00,THEFT,false,false,001,65.6871008503482,95.1545212250925
62354,2017-12-29 09:00:00,BURGLARY,false,false,002,65.7138955404853,95.2160672751431
62355,2017-12-29 09:00:00,THEFT,false,false,024,65.6434796478532,95.0157412832033
62356,2017-12-29 09:00:00,THEFT,false,false,002,65.7156163248411,95.2221793795346
62357,2017-12-29 09:00:00,OTHER OFFENSE,true,true,019,65.6504551180764,95.0660490986561
62358,2017-12-29 09:00:00,OTHER OFFENSE,false,true,008,65.5895244706013,95.2453538775635
62359,2017-12-29 09:00:00,DECEPTIVE PRACTICE,false,false,019,65.6441275390533,95.088354409561
