ID,date,primary_type,arrest,domestic,district,x,y
6350,2017-10-09 18:08:00,THEFT,false,false,001,65.6868659127482,95.1439938036213
6351,2017-10-09 18:10:00,BATTERY,true,true,002,65.6903036649264,95.2075069536646
6352,2017-10-09 18:12:00,DECEPTIVE PRACTICE,false,false,009,65.6738141644797,95.1895252393983
6353,2017-10-09 18:13:00,OTHER OFFENSE,true,false,006,65.696102876305,95.273258301679
6354,2017-10-09 18:15:00,THEFT,false,false,014,65.626399014962,95.0966307269468
6355,2017-10-09 18:18:00,THEFT,false,false,003,65.7167996229746,95.261397013224
6356,2017-10-09 18:20:00,BATTERY,true,false,008,65.6060586650925,95.2331446563514
6357,2017-10-09 18:20:00,NARCOTICS,true,false,004,65.7346722978215,95.2703267763451
6358,2017-10-09 18:25:00,THEFT,false,false,020,65.6579553612775,95.0486285146043
6359,2017-10-09 18:29:00,OTHER OFFENSE,true,false,007,65.6598526505222,95.2422577763721
