ID,date,primary_type,arrest,domestic,district,x,y
4120,2017-10-06 16:00:00,BATTERY,false,false,016,65.5969554245579,95.0890446578445
4121,2017-10-06 16:00:00,BATTERY,false,false,015,65.6020473036697,95.1319605494524
4122,2017-10-06 16:00:00,ASSAULT,false,false,004,65.730637975332,95.2659560850068
4123,2017-10-06 16:00:00,THEFT,false,false,014,65.6568804357662,95.1211791524873
4124,2017-10-06 16:02:00,CRIMINAL TRESPASS,true,false,002,65.6995140343499,95.1939118309761
4125,2017-10-06 16:02:00,CRIMINAL DAMAGE,false,false,002,65.6995140343499,95.1939118309761
4126,2017-10-06 16:10:00,BATTERY,false,false,002,65.7098865228847,95.2108931444083
4127,2017-10-06 16:10:00,THEFT,false,true,014,65.6403492115861,95.1201773051699
4128,2017-10-06 16:13:00,ROBBERY,false,false,025,65.5893228933568,95.0990141794072
4129,2017-10-06 16:15:00,THEFT,false,false,014,65.6282367600289,95.1192985255933
