ID,date,primary_type,arrest,domestic,district,x,y
47350,2017-12-06 08:30:00,NARCOTICS,true,false,017,65.6262447728286,95.0701696700614
47351,2017-12-06 08:30:00,PUBLIC PEACE VIOLATION,true,false,020,65.6603592972778,95.0418529758003
47352,2017-12-06 08:30:00,BURGLARY,false,false,006,65.6804568567473,95.2649129077303
47353,2017-12-06 08:30:00,CRIMINAL DAMAGE,true,true,005,65.6733737598574,95.3379556504636
47354,2017-12-06 08:30:00,BATTERY,false,true,007,65.6776378999469,95.253093452508
47355,2017-12-06 08:30:00,THEFT,false,true,007,65.6793683518582,95.2544392391862
47356,2017-12-06 08:30:00,THEFT,false,false,014,65.6382118995858,95.1174054176458
47357,2017-12-06 08:30:00,ASSAULT,false,false,019,65.6694265385235,95.0661423573231
47358,2017-12-06 08:40:00,MOTOR VEHICLE THEFT,false,true,014,65.6390920396748,95.1093375666409
47359,2017-12-06 08:40:00,ASSAULT,false,false,005,65.7006259603945,95.3109134027868
