ID,date,primary_type,arrest,domestic,district,x,y
39560,2017-11-25 16:00:00,CRIMINAL DAMAGE,false,false,025,65.6018113278474,95.1171213489675
39561,2017-11-25 16:00:00,THEFT,true,false,022,65.6622236819892,95.3384109755688
39562,2017-11-25 16:05:00,ASSAULT,false,false,015,65.5940465989575,95.1320399106585
39563,2017-11-25 16:05:00,THEFT,false,false,018,65.6852594459035,95.1366960707877
39564,2017-11-25 16:10:00,OTHER OFFENSE,false,true,011,65.6377327443858,95.153955597771
39565,2017-11-25 16:10:00,ARSON,false,false,009,65.6640372322116,95.2201943250528
39566,2017-11-25 16:11:00,BATTERY,false,false,019,65.6682295778122,95.0905692385433
39567,2017-11-25 16:12:00,ROBBERY,false,false,009,65.6599392553222,95.1879224622716
39568,2017-11-25 16:13:00,BATTERY,false,false,007,65.6543166874992,95.2529539211487
39569,2017-11-25 16:15:00,WEAPONS VIOLATION,true,false,010,65.6221208354058,95.1654631234814
