ID,date,primary_type,arrest,domestic,district,x,y
30620,2017-11-12 12:00:00,OTHER OFFENSE,false,true,012,65.6670136211898,95.1630142268998
30621,2017-11-12 12:05:00,KIDNAPPING,false,false,002,65.6907671266154,95.231666201211
30622,2017-11-12 12:05:00,BATTERY,false,true,007,65.6656220315008,95.2586174980983
30623,2017-11-12 12:05:00,CRIMINAL TRESPASS,false,false,018,65.6648049705229,95.1103376071169
30624,2017-11-12 12:07:00,THEFT,false,false,018,65.6798591195028,95.1304781258567
30625,2017-11-12 12:07:00,BATTERY,false,true,006,65.7055847884841,95.2699694895237
30626,2017-11-12 12:10:00,ASSAULT,false,false,001,65.6894422128374,95.1520587773205
30627,2017-11-12 12:12:00,OTHER OFFENSE,false,false,003,65.711429697996,95.2593647298619
30628,2017-11-12 12:14:00,THEFT,false,false,008,65.6189365929165,95.2221967254184
30629,2017-11-12 12:15:00,THEFT,false,false,004,65.7292522366652,95.3038213575686
