ID,date,primary_type,arrest,domestic,district,x,y
57300,2017-12-20 14:49:00,NARCOTICS,true,false,022,65.6688080240345,95.3253604132079
57301,2017-12-20 14:55:00,ASSAULT,false,false,010,65.6143982099825,95.1693226057777
57302,2017-12-20 14:58:00,THEFT,false,false,001,65.681554703503,95.1442804702792
57303,2017-12-20 15:00:00,THEFT,false,false,008,65.633045511674,95.2297722042105
57304,2017-12-20 15:00:00,THEFT,false,false,005,65.6962914992384,95.3620857815762
57305,2017-12-20 15:00:00,OTHER OFFENSE,false,false,002,65.7004142924834,95.2032187825679
57306,2017-12-20 15:00:00,DECEPTIVE PRACTICE,false,false,011,65.617309180294,95.1459287148734
57307,2017-12-20 15:00:00,THEFT,false,false,024,65.6512258039432,95.0256491731658
57308,2017-12-20 15:00:00,THEFT,false,false,011,65.6420567664308,95.1500620107712
57309,2017-12-20 15:00:00,THEFT,false,false,022,65.6238854825172,95.3245086948961
