ID,date,primary_type,arrest,domestic,district,x,y
62040,2017-12-28 16:30:00,THEFT,false,false,015,65.589263054779,95.1397438616948
62041,2017-12-28 16:38:00,CRIMINAL TRESPASS,true,false,006,65.6887571667929,95.2694200851446
62042,2017-12-28 16:38:00,CRIMINAL TRESPASS,true,false,006,65.6887571667929,95.2694200851446
62043,2017-12-28 16:38:00,BATTERY,true,true,025,65.6120710419822,95.1178140284394
62044,2017-12-28 16:40:00,BATTERY,false,true,005,65.6972481520385,95.3290551170466
62045,2017-12-28 16:40:00,THEFT,false,false,001,65.6892104247485,95.1392923954011
62046,2017-12-28 16:42:00,HOMICIDE,false,false,011,65.6052427006479,95.1512249138319
62047,2017-12-28 16:45:00,MOTOR VEHICLE THEFT,false,false,008,65.6328767344295,95.2418258902357
62048,2017-12-28 16:45:00,THEFT,false,false,001,65.6857507675036,95.1440055813423
62049,2017-12-28 16:50:00,NARCOTICS,true,false,004,65.7352207202216,95.2911469938047
