ID,date,primary_type,arrest,domestic,district,x,y
6250,2017-10-09 15:58:00,CRIMINAL DAMAGE,false,false,004,65.7133426729296,95.2693822699118
6251,2017-10-09 16:00:00,MOTOR VEHICLE THEFT,false,false,012,65.6425596748753,95.1243209895895
6252,2017-10-09 16:00:00,THEFT,false,false,014,65.6407909751418,95.1225981689963
6253,2017-10-09 16:00:00,THEFT,false,false,020,65.6647129058118,95.0437197699177
6254,2017-10-09 16:00:00,THEFT,false,false,019,65.675135182791,95.0905222421786
6255,2017-10-09 16:00:00,THEFT,false,false,001,65.6858419355036,95.1485066142438
6256,2017-10-09 16:00:00,BATTERY,false,true,014,65.6241868016283,95.1106547147078
6257,2017-10-09 16:00:00,MOTOR VEHICLE THEFT,false,false,022,65.6634494256338,95.3193723273558
6258,2017-10-09 16:00:00,THEFT,false,false,011,65.6133785477601,95.1456492870595
6259,2017-10-09 16:00:00,BATTERY,true,true,017,65.6255840951396,95.0577141458125
