ID,date,primary_type,arrest,domestic,district,x,y
62140,2017-12-28 19:25:00,MOTOR VEHICLE THEFT,false,false,017,65.62030214385,95.0583873630661
62141,2017-12-28 19:25:00,ROBBERY,false,false,004,65.7428288169337,95.2740784832135
62142,2017-12-28 19:26:00,CRIMINAL TRESPASS,true,false,010,65.6469483610982,95.177297440315
62143,2017-12-28 19:30:00,ROBBERY,false,false,011,65.6191717978943,95.1594571715175
62144,2017-12-28 19:30:00,BATTERY,false,true,006,65.6645407394117,95.2699180176846
62145,2017-12-28 19:30:00,BATTERY,false,true,009,65.6606541083001,95.2239479217849
62146,2017-12-28 19:30:00,BATTERY,false,true,001,65.6852274025257,95.1703718762257
62147,2017-12-28 19:35:00,CRIMINAL DAMAGE,false,false,006,65.6702307120347,95.272421808793
62148,2017-12-28 19:36:00,NARCOTICS,true,false,011,65.6169557957607,95.1293800173452
62149,2017-12-28 19:36:00,WEAPONS VIOLATION,true,false,011,65.621342315939,95.131073494447
