ID,date,primary_type,arrest,domestic,district,x,y
38070,2017-11-23 07:30:00,THEFT,false,false,008,65.6198876186944,95.2672368088577
38071,2017-11-23 07:30:00,MOTOR VEHICLE THEFT,false,false,009,65.645149027409,95.2007466367117
38072,2017-11-23 07:30:00,CRIMINAL DAMAGE,false,false,019,65.6724511678573,95.0872160816098
38073,2017-11-23 07:30:00,PUBLIC PEACE VIOLATION,true,false,025,65.6027639223365,95.118412781864
38074,2017-11-23 07:30:00,MOTOR VEHICLE THEFT,false,false,001,65.6901764144375,95.1773396207091
38075,2017-11-23 08:00:00,ASSAULT,false,false,025,65.6123765068711,95.1193396711318
38076,2017-11-23 08:00:00,THEFT,false,false,003,65.7190540841304,95.2503102476808
38077,2017-11-23 08:00:00,THEFT,false,false,004,65.7443880567562,95.2882833441115
38078,2017-11-23 08:00:00,CRIMINAL DAMAGE,false,false,025,65.6139098693602,95.1212226663667
38079,2017-11-23 08:00:00,THEFT,false,false,018,65.6809359173696,95.1094233058176
