ID,date,primary_type,arrest,domestic,district,x,y
13330,2017-10-19 16:00:00,MOTOR VEHICLE THEFT,false,false,012,65.649126143854,95.1450859137247
13331,2017-10-19 16:00:00,BATTERY,false,true,022,65.6636005531005,95.2862361571056
13332,2017-10-19 16:00:00,THEFT,false,false,011,65.6152889527382,95.1558420735616
13333,2017-10-19 16:00:00,BURGLARY,false,false,006,65.678705458347,95.271401703893
13334,2017-10-19 16:00:00,OTHER OFFENSE,false,false,009,65.6830001392365,95.2170634978492
13335,2017-10-19 16:05:00,BATTERY,true,false,015,65.5993740144249,95.1433584155563
13336,2017-10-19 16:05:00,BATTERY,true,false,024,65.6573870995885,95.0290818396135
13337,2017-10-19 16:06:00,NARCOTICS,true,false,025,65.5887057918456,95.1069966884029
13338,2017-10-19 16:09:00,WEAPONS VIOLATION,false,false,015,65.5850794224229,95.1357343154809
13339,2017-10-19 16:14:00,THEFT,true,false,002,65.7020081363947,95.2140723300973
