ID,date,primary_type,arrest,domestic,district,x,y
61420,2017-12-27 14:30:00,THEFT,false,false,018,65.6904923611042,95.1323692834467
61421,2017-12-27 14:30:00,THEFT,false,false,018,65.680018423325,95.1156126743697
61422,2017-12-27 14:30:00,MOTOR VEHICLE THEFT,false,false,003,65.6889622000373,95.2558626265478
61423,2017-12-27 14:35:00,ASSAULT,false,false,012,65.6596141907888,95.1668706760032
61424,2017-12-27 14:38:00,THEFT,false,false,018,65.6721472475017,95.1089824448421
61425,2017-12-27 14:42:00,THEFT,true,false,014,65.6562976908773,95.1076248412209
61426,2017-12-27 14:42:00,ROBBERY,false,false,017,65.6265818153176,95.0452051428278
61427,2017-12-27 14:45:00,THEFT,false,false,001,65.6892520197707,95.1412193730296
61428,2017-12-27 14:53:00,CRIMINAL DAMAGE,false,false,007,65.6603305015445,95.2515928284674
61429,2017-12-27 14:54:00,DECEPTIVE PRACTICE,false,false,018,65.6894182085707,95.1318176888949
