ID,date,primary_type,arrest,domestic,district,x,y
10340,2017-10-15 13:40:00,ASSAULT,false,false,002,65.7024478448392,95.2083263688286
10341,2017-10-15 13:40:00,ASSAULT,false,true,015,65.5939718192241,95.1377647727573
10342,2017-10-15 13:40:00,BATTERY,false,true,007,65.6833628030588,95.2359996402738
10343,2017-10-15 13:43:00,BATTERY,true,true,007,65.6711177819015,95.2291453248504
10344,2017-10-15 13:45:00,BATTERY,false,false,011,65.6279163013622,95.1314618362382
10345,2017-10-15 13:45:00,BATTERY,false,true,001,65.6886459376373,95.1425170880555
10346,2017-10-15 13:50:00,THEFT,false,false,016,65.4896161896985,95.0542444735752
10347,2017-10-15 13:54:00,ASSAULT,false,false,007,65.6584045331887,95.2430813106921
10348,2017-10-15 13:55:00,THEFT,false,false,006,65.686706635237,95.2834117976462
10349,2017-10-15 14:00:00,BURGLARY,false,false,004,65.7077102249288,95.2829579140723
