ID,date,primary_type,arrest,domestic,district,x,y
51520,2017-12-12 12:00:00,CRIMINAL DAMAGE,false,false,019,65.6758121563022,95.0944285573921
51521,2017-12-12 12:00:00,CRIMINAL DAMAGE,false,false,007,65.6544598007437,95.2604900686057
51522,2017-12-12 12:05:00,ASSAULT,false,false,011,65.6149730437604,95.1316494574585
51523,2017-12-12 12:05:00,THEFT,true,false,001,65.6868432283037,95.1429373000381
51524,2017-12-12 12:05:00,THEFT,false,false,001,65.6892015301707,95.1387864070297
51525,2017-12-12 12:10:00,DECEPTIVE PRACTICE,false,false,017,65.6259234594064,95.0556193696131
51526,2017-12-12 12:15:00,DECEPTIVE PRACTICE,false,false,002,65.7118768311517,95.2272959071075
51527,2017-12-12 12:15:00,BATTERY,false,true,001,65.6880180229706,95.1439325510301
51528,2017-12-12 12:19:00,BATTERY,true,false,010,65.6458854519425,95.1787747352733
51529,2017-12-12 12:29:00,NARCOTICS,true,false,007,65.6586061317665,95.2517599490464
