ID,date,primary_type,arrest,domestic,district,x,y
41950,2017-11-28 21:30:00,BATTERY,false,true,005,65.6943959707048,95.361602417073
41951,2017-11-28 21:30:00,ASSAULT,false,false,008,65.5685183301539,95.2476229082746
41952,2017-11-28 21:30:00,WEAPONS VIOLATION,true,false,011,65.6248427938062,95.1324567193719
41953,2017-11-28 21:30:00,ASSAULT,false,true,015,65.583693120556,95.1593375180531
41954,2017-11-28 21:30:00,CRIMINAL DAMAGE,false,false,025,65.613553675938,95.0933515899201
41955,2017-11-28 21:30:00,THEFT,false,false,024,65.648684409454,95.0254169817648
41956,2017-11-28 21:33:00,ASSAULT,false,false,016,65.554679930152,95.029548345705
41957,2017-11-28 21:35:00,PROSTITUTION,true,false,002,65.6928401506157,95.2193778612128
41958,2017-11-28 21:37:00,ASSAULT,false,false,014,65.6516201562988,95.1189962706737
41959,2017-11-28 21:40:00,BATTERY,false,true,006,65.6727825840351,95.270692260102
