id,x,y,timestamp,severity,speed_limit,weather,road_state
55402,131.719495687753,85.7142474509388,1448348100,1,120,0,0
55403,131.631642807875,85.7413809590007,1446480300,1,120,0,0
55404,130.674192770274,85.6977306241895,1446652800,1,0,0,0
55405,130.890693558671,85.5692641247557,1448471700,1,120,0,1
55406,130.665524729329,85.697882996253,1447434000,1,120,0,0
55407,130.664605096412,85.6974574549638,1446999300,1,120,0,0
55408,130.696766944074,85.4844329360376,1447656600,1,90,0,0
55409,130.765209993281,85.6264063228104,1448746200,1,120,1,1
55411,131.066853253255,85.4802688144055,1447816140,1,120,0,0
55412,130.528428077195,85.6423401803296,1448647200,1,120,0,0
55413,130.995920211676,85.4299809934193,1448869200,1,120,6,1
55414,130.26073330096,85.965520832592,1446397920,1,120,6,0
55415,130.992667900115,85.5314859881788,1447667340,1,120,6,0
55416,130.649112219474,85.6888153359294,1448401200,1,70,1,1
55417,130.715407757123,85.6488577920232,1448210700,1,120,1,1
55418,130.498366347986,85.6330937967325,1447465140,1,120,0,0
55419,130.794610084312,85.7769242053125,1448321400,1,120,0,0
55420,130.851306000605,85.6112898702686,1447137300,1,120,0,0
55421,130.940557954895,85.5510673517231,1447782000,1,120,1,1
55422,130.899265790874,85.5607876745571,1448704680,1,120,0,0
55423,130.632854982717,85.684119748019,1447387020,1,120,0,0
55424,130.579983529239,85.6608023455265,1447204320,1,120,0,0
55426,130.764243790911,85.6267179469374,1448481300,1,120,1,1
55427,130.692599102405,85.7092389619972,1448154300,1,120,0,1
55429,130.838550922944,85.6173032164052,1447045200,1,120,0,0
55430,130.750319855747,85.7484135451132,1446874980,1,120,0,0
55431,130.665524729329,85.697882996253,1447695300,1,120,0,1
55432,130.839942956206,85.7829294361476,1447469400,1,120,0,1
55433,131.048064640279,85.4958064696125,1448390340,1,120,1,1
55434,130.998168096096,85.5288506612151,1446692580,3,0,0,0
55435,130.858627485123,85.7844628792375,1446488400,1,90,0,0
55436,130.720299512187,85.4745581681968,1447163100,1,50,0,0
55437,130.691563479305,85.6548885206158,1448348400,1,120,0,0
55438,130.884196129822,85.8016331461413,1447912500,1,120,0,1
55440,130.873409326206,85.7988253990603,1447651800,1,120,0,0
55441,130.741830707547,85.7428804640317,1448520720,1,120,0,1
55442,130.869485310289,85.5950788194212,1448253900,1,120,6,1
55443,130.735079757947,85.7384051516897,1448839440,1,120,0,1
55444,130.678443666088,85.6955071257058,1446706200,1,120,0,1
55445,130.680705972552,85.7036140716123,1447685400,1,120,0,0
55446,130.704835595742,85.6167646604592,1448519400,1,0,0,1
55448,130.650529972529,85.6890342231612,1446658200,1,120,0,1
55450,130.578545075676,85.7299792297728,1448355900,1,120,1,1
55451,130.327066599083,85.8357227288508,1412960880,1,70,7,5
55453,130.358386888729,85.8633146595032,1411215060,1,50,0,0
55454,130.356880768606,85.8629526238109,1410682320,1,50,0,0
55455,130.344893376333,85.8702775189068,1412311200,1,0,7,5
55456,130.346242293828,85.8756361481286,1414326780,1,50,0,0
55457,130.363828936575,85.872167067068,1412762700,1,50,0,1
55461,130.356955272082,85.87478572895,1410965700,1,50,0,0
55462,130.336978869335,85.7571642293058,1410700200,1,50,0,0
55465,130.37178961355,85.8883615982239,1412623200,1,50,1,1
55467,130.253777519099,85.5945612164253,1448558100,1,120,0,1
55469,130.268108787752,85.4603835037243,1447331700,1,70,0,0
55470,130.296045101502,85.9432324906231,1447822800,1,120,0,0
55472,130.347313180344,85.8742497202232,1413026520,1,50,7,5
55473,130.382711149288,85.8774680315732,1412748000,2,90,7,5
55477,129.82304897691,85.6381226160887,1446748800,1,0,1,1
55478,130.385409168152,85.8678692618175,1409563740,1,50,7,5
55480,130.306055464594,85.5403886472124,1446921120,1,120,0,1
55481,130.259014980417,85.7197698091142,1448294400,1,0,0,0
55482,130.2746757376,85.5203030613583,1448175600,1,120,5,2
55483,130.2381828142,85.5075654858092,1448788500,1,120,0,1
55484,130.271927176728,85.5518861402833,1448867400,1,120,1,1
55485,130.100001888694,85.4673292949035,1448188200,1,0,5,2
55486,130.090478432755,85.521940182047,1448084700,1,120,1,1
55487,130.242470844035,85.6144944760144,1447778100,1,120,1,1
55488,130.180618919455,85.4829442752043,1447313700,1,120,0,0
55489,130.1144714067,85.511241689303,1446568200,1,0,0,0
55490,130.268341763305,85.4611997478688,1448692200,1,70,0,0
55491,130.268352979105,85.4613658063446,1447412100,1,90,0,0
55492,130.215821956069,85.4954564574665,1447077600,1,120,0,0
55493,130.183182852186,85.9037026939023,1448776800,1,120,0,1
55495,129.873488505405,85.6294485855569,1448345100,1,120,1,1
55496,130.297491506403,85.9417451686986,1448247720,1,0,6,2
55497,130.305837779629,85.8686370661601,1448262900,1,120,6,2
55498,130.304884781549,85.8689554367496,1448242140,1,120,0,0
55500,130.277336008101,85.9128762985584,1447750200,1,120,0,1
55501,130.218521427649,85.9101267385814,1448290200,1,90,0,0
55502,130.297274953978,85.9405563540052,1448865300,1,120,1,1
55503,129.960367468662,85.616856085907,1412172000,1,90,0,0
55504,129.8967911331,85.620445602847,1413216000,1,0,7,5
55505,129.897958280158,85.6221713200397,1413965700,1,50,0,0
55506,129.826902723849,85.6368115670956,1448199000,1,120,5,1
55507,129.899465126445,85.6498702037782,1412944800,1,90,0,0
55508,129.90863328035,85.6969873169284,1415033460,1,0,7,5
55509,129.908794865423,85.6969692334594,1413886920,1,70,1,1
55510,129.878718090793,85.6073419160255,1411068480,1,0,7,5
55512,129.899302993228,85.6309992313427,1410597000,1,90,0,0
55513,129.875734833988,85.6095431048063,1409737800,1,0,7,5
55514,130.360645287321,85.8975157366769,1448014200,1,120,0,1
55515,129.969287552732,85.7279005439355,1413661500,1,90,7,5
55516,129.957125490379,85.553514673064,1410364800,1,0,7,5
55517,129.968246116674,85.6185642400269,1412787780,1,0,7,5
55519,129.871376947776,85.736249002625,1411815060,1,90,0,0
55520,129.894025264451,85.6155265941782,1410423900,1,50,7,5
55521,129.896093103416,85.6362324691636,1409917500,1,70,0,1
55522,129.90664063578,85.6431571111254,1414223100,1,50,0,0
55523,129.955566389119,85.724524274297,1414650600,1,50,0,1
55524,129.896043552648,85.6298634962765,1412763600,1,50,0,1
55525,129.893089911498,85.6177107015998,1411971000,1,0,7,5
55526,129.909241674962,85.7497256603422,1411573980,1,90,0,4
55527,129.861424389139,85.6803669443786,1410191520,1,90,0,0
55528,129.896018883386,85.6205446769245,1410617700,1,50,0,0
55530,130.318218962899,85.9205822509077,1447448400,1,70,0,0
55531,130.29261725832,85.9040610001891,1448132400,1,70,0,1
55532,130.321518813506,85.9225499096528,1447932300,1,120,0,0
55533,130.323810123472,85.9204849854771,1448783400,1,70,0,1
55534,130.33711423982,85.8855066395998,1446538800,1,120,0,0
55535,129.989907888973,85.5577807440548,1448404500,1,120,0,1
